landmark;nama;harga;luas;Kasur;Kipas Angin;Guling;Bantal;Cermin;Cleaning service;AC;Fasilitas kamar;Meja;Ventilasi;Dispenser;Wastafel;TV Kabel;Kulkas;Dapur Pribadi;Kursi;Jendela;Lemari Baju;TV;Meja Rias;Shower;Fasilitas kamar mandi;Air panas;Bak mandi;K. Mandi Luar;Kloset Duduk;Ember mandi;Kloset Jongkok;K. Mandi Dalam;Rp20.000/hari;Rp499.999;Tamu menginap dikenakan biaya;Rp100.000;Deposit;Tipe ini bisa diisi maks. 4 orang/ kamar;Tipe ini bisa diisi maks. 3 orang/ kamar;Rp100.000/3 hari;Wajib sertakan surat nikah saat pengajuan sewa;Rp300.000/3 hari;Tamu boleh menginap;Dibebankan jika penyewa terlambat bayar tagihan sewa.;Tipe ini bisa diisi maks. 2 orang/ kamar;Tidak untuk pasutri;Wajib sertakan kartu keluarga saat pengajuan sewa;Rp50.000/10 hari;Boleh bawa anak;Rp9.998/hari;Rp300.000;Denda keterlambatan;Tambah biaya untuk alat elektronik;Tipe ini bisa diisi maks. 1 orang/ kamar;Rp500.000;Rp50.000/3 hari;Boleh pasutri;Rp50.000/2 hari;Tidak boleh bawa anak;Agar pemilik dapat menghitung biayanya, mohon tulis detail barang elektronik saat pengajuan sewa.;Peraturan khusus tipe kamar ini;Rp100.000/2 hari;Dikembalikan di akhir periode sewa jika tidak ditemukan kerusakan pada kamar.;Rp10.000/4 hari;Rp50.000/7 hari;Rp200.000;Rp50.000/hari;R. Jemur;Kartu Akses;Balcon;Locker;R. Tamu;Laundry;Joglo;R. Santai;Pengurus Kos;Jual Makanan;Mesin Cuci;Penjaga Kos;Taman;CCTV;R. Cuci;Jemuran;Fasilitas umum;Dapur;Gazebo;R. Keluarga;WiFi;R. Makan;Mushola;Parkir Sepeda;Parkir Mobil;Fasilitas parkir;Parkir Motor;gender_1
['Rumah Makan Karamba', '700 m', 'Circle K - Nusa Indah', '581 m', 'Masjid Mina Yogyakarta', '2.7 km', 'Sekolah Tinggi Ilmu Manajemen Ykpn', '3.5 km', 'RS Umum Condong Catur', '534 m'];['Kost Al Faruq Ngaglik Sleman 257498AF'];1350000;9.0;True;False;False;True;True;True;True;True;True;True;False;False;False;True;False;True;False;True;False;False;True;True;True;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;True;True;True;False;False;True;False;True;False;False;True;True;Kos Putra
['Rumah Makan Rata-Rata', '2.3 km', 'Circle K Sorogenen', '3.5 km', 'Masjid Jami Tajem', '1.7 km', 'Bank BNI Kalasan', '3.5 km', 'Institut Pertanian Stiper', '3.0 km', 'RS Ibu Anak Arvita Bunda', '2.0 km'];['Kost Katte Living Kalasan Sleman 7B1QDH03'];750000;14.0;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;True;False;True;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan Sari Rasa', '1.0 km', 'Circle K Janti Yogya Expo Center', '2.9 km', 'Sekolah Tinggi Ilmu Kesehatan Surya Global', '1.3 km', 'RS Khusus Ibu dan Anak PKU Muhammadiyah Kotagede', '866 m'];['Kost Dinda Pavilliun Banguntapan Bantul J1MPV187'];1350000;18.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan & Restoran Parangtritis', '5.0 km', 'Masjid Al Mukmin', '518 m', 'Institut Seni Indonesia Yogyakarta', '2.2 km', 'RS Khusus Bedah Ring Road Selatan', '445 m'];['Kost Melati Sewon Bantul 296538MS'];600000;9.0;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Kos Putri
['Rumah Makan & Seafood 99', '468 m', 'Masjid Al - Aman', '807 m', 'Sekolah Tinggi Ilmu Kesehatan Aisyiyah Yogyakarta', '937 m'];['Kost The Alamanda Godean Sleman 689PA'];1250000;9.0;True;False;True;True;True;False;True;True;True;True;True;True;False;True;False;True;True;True;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;True;True;False;False;False;False;True;True;True;False;True;True;False;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;True;True;True;True;False;False;True;False;False;False;False;True;True;Kos Putri
['Masjid Khadija', '7.2 km', 'Universitas Islam Indonesia', '1.0 km', 'RS Umum Mitra Paramedika', '5.1 km'];['Kost Rumah Joglo Ngemplak Sleman 164RJ'];900000;20.0;True;True;False;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;True;False;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;True;True;True;Kos Campur
['Warteg & Es Kelapa Muda Mas Kirno', '1.2 km', 'Circle K - Nusa Indah', '1.0 km', 'Masjid Muslim United', '1.3 km', 'Bank Mandiri', '2.0 km', 'Universitas Amikom Yogyakarta', '720 m', 'RS Jih', '155 m'];['Kost Singgahsini Alpukat Rania Tipe A Condong Catur Yogyakarta T775NZ5X'];1235000;7.5;True;False;True;True;True;False;True;True;True;True;True;False;False;True;False;True;True;True;True;False;True;True;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;True;False;False;False;False;False;True;True;True;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;True;False;False;False;True;True;True;Kos Putri
['Rumah Makan Seafood Ls', '2.9 km', 'Masjid Arrohmat', '253 m', 'Sekolah Tinggi Ilmu Manajemen Ykpn', '3.5 km', 'RSU Puri Husada Yogyakarta', '2.5 km'];['Kost Jakal Pak Arif Ngaglik Sleman 01V9BZ7M'];500000;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;True;True;Kos Putra
['Rumah Makan Seafood Dewi', '464 m', 'Circle K AM Sangaji', '902 m', 'BCA Bank Pingit Branch', '504 m', 'Sekolah Tinggi Ilmu Administrasi Aan', '430 m', 'RS Umum Sakina Idaman', '310 m'];['Kost Sumaryadi Mlati Sleman 240CQ'];1000000;12.0;True;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan Rata Rata', '697 m', 'Masjid Qoriban', '1.7 km', 'Sekolah Tinggi Ilmu Kesehatan Aisyiyah Yogyakarta', '1.6 km', 'RS Umum Queen Latifa', '2.2 km'];['Kost Griya Kirana Tipe A Gamping Sleman 491GK'];1100000;20.0;True;True;False;True;True;False;False;True;True;True;False;False;False;False;False;True;True;True;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;True;True;True;True;Kos Putri
['Rumah Makan Luku Jalan Bantul', '1.6 km', 'Masjid Al Muhtar ISI Yogyakarta', '68 m', 'BNI 46 KCP Bantul', '3.2 km', 'Institut Seni Indonesia Yogyakarta', '337 m', 'RS Umum Griya Mahardika Yogyakarta', '2.1 km'];['Kost Mansion Oren Sewon Bantul H6H27DC8'];400000;0.0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;True;False;True;True;Kos Putri
['Rumah Makan Seafood Ls', '591 m', 'Masjid Arrohmat', '3.1 km', 'Universitas Islam Indonesia', '1.0 km', 'RS Umum Gramedika 10', '789 m'];['Kost Mafaza Tipe A Ngaglik Sleman 281396PM'];650000;12.0;True;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;True;True;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;True;True;True;True;False;False;True;False;False;False;False;True;True;Kos Putri
['Rumah Makan Sari Rasa', '1.1 km', 'Circle K Kusumanegara', '868 m', 'Masjid Al Huda Gedongkuning', '578 m', 'Universitas Islam Negeri Sunan Kalijaga Yogyakarta', '2.7 km', 'RSPAU Dr. Suhardi Harjolukito', '1.9 km'];['Kost Charis Rejowinangun Tipe A Kotagede Yogyakarta 493AA'];650000;9.0;True;True;True;True;True;False;False;True;True;True;True;False;False;True;False;True;False;True;False;True;True;True;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;True;False;True;False;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Warteg Bangjo', '962 m', 'Masjid Khadija', '6.7 km', 'Universitas Islam Indonesia', '487 m', 'RS Umum Mitra Paramedika', '4.7 km'];['Kost Tukimin Tipe B Ngemplak Sleman 783942TU'];545000;8.959999999999999;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;True;True;Kos Putra
['Rumah Makan Rata-Rata', '1.4 km', 'Circle K Kusumanegara', '3.5 km', 'Masjid Jami Karangkajen Yogyakarta', '994 m', 'Universitas Ahmad Dahlan', '3.4 km', 'RS Umum Daerah Kota Yogyakarta', '352 m'];['Kost Putri Uad Tipe A Umbulharjo Yogyakarta 0PLT03S8'];650000;12.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan Karamba', '952 m', 'Circle K - Nusa Indah', '843 m', 'Masjid Mina Yogyakarta', '2.3 km', 'Sekolah Tinggi Ilmu Manajemen Ykpn', '3.4 km', 'RS Umum Condong Catur', '922 m'];['Kost Fariz 2 Ngaglik Sleman 742615FN'];450000;12.0;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;True;True;False;True;True;True;False;True;False;True;True;Kos Putra
['Rumah Makan Selera Kuring', '3.0 km', 'Circle K RingRoad', '993 m', 'Masjid Mataram City', '731 m', 'Sekolah Tinggi Ilmu Manajemen Ykpn', '777 m', 'RSU Puri Husada Yogyakarta', '4.5 km'];['Kost Pak Muchandar Depok Sleman 127PM'];550000;9.0;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;True;False;False;True;False;True;True;Kos Putra
['Rumah Makan Seafood Dewi', '2.2 km', 'Circle K Jombor', '377 m', 'Bank BPDDIY Syariah', '988 m', 'Universitas Teknologi Yogyakarta', '647 m', 'RS Khusus Bedah Sinduadi', '1.3 km'];['Kost AdityaVika Mlati Sleman 439HD'];450000;12.0;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;True;True;Kos Putri
['Rumah Makan Seafood Dewi', '4.4 km', 'Circle K Jombor', '2.4 km', 'Bank BPD DIY', '1.3 km', 'Universitas Teknologi Yogyakarta', '2.2 km', 'RS Khusus Bedah Sinduadi', '3.6 km'];['Kost Bifanka Mlati Sleman 513947BI'];650000;12.0;True;True;False;True;False;False;False;True;True;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;True;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;True;Kos Campur
['Rumah Makan Rata Rata', '2.4 km', 'Masjid Nogotirto (Mosque)', '914 m', 'Sekolah Tinggi Ilmu Kesehatan Aisyiyah Yogyakarta', '613 m', 'RS Umum Queen Latifa', '626 m'];['Kost Kafiya Gamping Sleman Y121LS7J'];600000;8.100000000000001;True;False;False;False;True;False;False;True;True;True;False;False;False;True;False;False;True;True;True;False;True;True;False;True;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan Plecing Kangkung', '572 m', 'Circle K Kotabaru', '484 m', 'Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda', '569 m', 'RS Tk. III 04.06.03 Dr. Soetarto', '621 m'];['Kost Triem Tipe C Danurejan Yogyakarta 359482TR'];1400000;15.0;True;False;False;True;True;False;True;True;True;True;True;False;False;True;False;True;False;True;True;False;True;True;False;False;True;True;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;True;True;True;Kos Putri
"['Lapo Hasian ""Rumah Makan Khas Batak Toba"" Yogyakarta', '1.0 km', 'Circle K Gejayan', '105 m', 'Masjid Muslim United', '1.5 km', 'BNI Syariah Jalan Kaliurang', '1.7 km', 'Universitas Negeri Yogyakarta', '549 m', 'RSK Bedah An-Nur', '734 m']";['Kost Rumah Ibu Depok Sleman 975WN'];1300000;12.0;True;False;False;False;True;False;True;True;True;True;True;True;False;True;False;True;True;True;True;False;True;True;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Warteg & Es Kelapa Muda Mas Kirno', '112 m', 'Circle K Gatic Condongsari (Korner)', '581 m', 'Masjid Muslim United', '1.7 km', 'BNI Syariah Jalan Kaliurang', '2.8 km', 'Universitas Pembangunan Nasional Veteran Yogyakarta', '748 m', 'RS Jih', '1.0 km'];['Kost Wisma Sari 2 Depok Sleman 781396KO'];875000;12.0;True;False;False;False;False;False;False;True;True;True;False;False;False;True;False;True;True;True;False;False;True;True;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;True;True;True;True;False;True;False;True;True;False;True;True;Kos Putri
['Rumah Makan Seafood Ls', '2.3 km', 'Masjid Arrohmat', '1.7 km', 'Universitas Islam Indonesia', '2.9 km', 'RSU Puri Husada Yogyakarta', '1.4 km'];['Kost Madam Muslimah Tipe A Ngaglik Sleman 856MA'];1850000;20.0;True;False;False;False;False;True;True;True;True;True;False;False;False;True;False;True;False;True;True;True;True;True;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;Kos Putri
['Rumah Makan Selera Kuring', '1.8 km', 'Masjid Mataram City', '1.4 km', 'Sekolah Tinggi Ilmu Manajemen Ykpn', '1.4 km', 'RSU Puri Husada Yogyakarta', '2.6 km'];['Kost Lau Home Ngaglik Sleman 569LH'];700000;12.0;True;True;False;False;False;False;False;True;True;False;False;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;True;False;True;True;True;False;True;False;True;True;Kos Putri
['Rumah Makan Plecing Kangkung', '1.9 km', 'Circle K Sosrowijayan II', '2.3 km', 'Masjid Agung Pura Pakualaman', '649 m', 'Bank Jogja', '3.0 km', 'Universitas Islam Negeri Sunan Kalijaga Yogyakarta', '3.1 km', 'RSK THT Prof R Oepomo', '934 m'];['Kost Homie Syariah 2 Tipe A Mergangsan Yogyakarta V28D4S9F'];1400000;9.0;True;False;False;True;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;True;True;True;True;False;False;True;False;False;False;False;True;True;Kos Putri
['Warteg Bangjo', '359 m', 'Masjid Khadija', '6.0 km', 'Universitas Islam Indonesia', '546 m', 'RS Umum Mitra Paramedika', '4.3 km'];['Kost Villa Selaras Ngemplak Sleman 163524PP'];820000;12.0;True;False;False;True;True;True;False;True;False;True;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;True;False;False;True;False;False;True;True;True;True;Kos Putri
['Masjid Thoat', '2.2 km', 'Bank BRI Cabang Sleman', '3.0 km', 'RS Umum Daerah Sleman', '1.6 km'];['Kost SIP Tipe A Sleman Sleman 708RRWW0'];640000;12.0;True;False;True;True;False;False;False;True;True;True;False;False;False;True;False;False;True;True;False;False;True;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False;False;False;True;True;True;True;True;False;False;True;False;False;True;True;True;True;Kos Putri
['Rumah Makan Sari Rasa', '513 m', 'Circle K Kusumanegara', '1.4 km', 'Masjid Al Huda Gedongkuning', '978 m', 'Universitas Islam Negeri Sunan Kalijaga Yogyakarta', '3.2 km', 'RS Khusus Ibu dan Anak Permata Bunda', '898 m'];['Kost Puspa Arum 2 Tipe B Kotagede Yogyakarta D28K5TU3'];1150000;12.25;True;False;False;True;True;False;True;True;True;True;False;False;False;False;False;True;True;True;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;True;True;True;Kos Campur
['Warteg Al Rizki', '320 m', 'Circle K Cakra Kaliurang', '274 m'];['Kost Grhatama Jalan Kaliurang UGM Yogyakarta 319425GG'];2500000;16.0;True;False;True;True;True;True;True;True;True;False;False;True;False;True;False;True;True;False;True;False;True;True;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False;True;True;True;Kos Campur
['Rumah Makan Rata-Rata', '968 m', 'Circle K - Nusa Indah', '1.7 km', 'Masjid Jami Tajem', '1.5 km', 'Bank Mandiri', '4.2 km', 'Universitas Amikom Yogyakarta', '1.7 km', 'RS Ibu Anak Arvita Bunda', '1.2 km'];['Kost Elci Tipe B Depok Sleman 412EM'];1400000;10.5;True;False;False;True;False;False;True;True;False;False;False;False;False;True;False;False;True;True;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;True;False;True;False;False;True;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
