landmark;nama;harga;luas;Kasur;Kipas Angin;Guling;Bantal;Cermin;Cleaning service;AC;Fasilitas kamar;Meja;Ventilasi;Dispenser;Wastafel;TV Kabel;Kulkas;Dapur Pribadi;Kursi;Jendela;Lemari Baju;TV;Meja Rias;Shower;Fasilitas kamar mandi;Air panas;Bak mandi;K. Mandi Luar;Kloset Duduk;Ember mandi;Kloset Jongkok;K. Mandi Dalam;Rp20.000/hari;Rp499.999;Tamu menginap dikenakan biaya;Rp100.000;Deposit;Tipe ini bisa diisi maks. 4 orang/ kamar;Tipe ini bisa diisi maks. 3 orang/ kamar;Rp100.000/3 hari;Wajib sertakan surat nikah saat pengajuan sewa;Rp300.000/3 hari;Tamu boleh menginap;Dibebankan jika penyewa terlambat bayar tagihan sewa.;Tipe ini bisa diisi maks. 2 orang/ kamar;Tidak untuk pasutri;Wajib sertakan kartu keluarga saat pengajuan sewa;Rp50.000/10 hari;Boleh bawa anak;Rp9.998/hari;Rp300.000;Denda keterlambatan;Tambah biaya untuk alat elektronik;Tipe ini bisa diisi maks. 1 orang/ kamar;Rp500.000;Rp50.000/3 hari;Boleh pasutri;Rp50.000/2 hari;Tidak boleh bawa anak;Agar pemilik dapat menghitung biayanya, mohon tulis detail barang elektronik saat pengajuan sewa.;Peraturan khusus tipe kamar ini;Rp100.000/2 hari;Dikembalikan di akhir periode sewa jika tidak ditemukan kerusakan pada kamar.;Rp10.000/4 hari;Rp50.000/7 hari;Rp200.000;Rp50.000/hari;R. Jemur;Kartu Akses;Balcon;Locker;R. Tamu;Laundry;Joglo;R. Santai;Pengurus Kos;Jual Makanan;Mesin Cuci;Penjaga Kos;Taman;CCTV;R. Cuci;Jemuran;Fasilitas umum;Dapur;Gazebo;R. Keluarga;WiFi;R. Makan;Mushola;Parkir Sepeda;Parkir Mobil;Fasilitas parkir;Parkir Motor;gender_1
['Rumah Makan Rata-Rata', '488 m', 'Circle K Kusumanegara', '1.7 km', 'Masjid Agung Pura Pakualaman', '1.6 km', 'Universitas Islam Negeri Sunan Kalijaga Yogyakarta', '3.3 km', 'RSK THT Prof R Oepomo', '1.8 km'];['Kost Rumi Umbulharjo Yogyakarta 3ASG1H77'];750000;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;True;True;Kos Putri
"['Rumah Makan Ikan Bakar Slengseng', '1.1 km', 'Circle K Kusumanegara', '2.0 km', ""Masjid Al-Maa'un Gambiran"", '772 m', 'Akademi Seni Rupa Dan Desain MSD', '1.5 km', 'RS Umum Daerah Kota Yogyakarta', '1.4 km']";['Kost Omah Sawah Umbulharjo Yogyakarta WM547QZ1'];600000;9.0;False;False;False;False;False;True;False;True;False;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;True;False;False;True;True;False;True;False;False;False;False;False;True;True;False;True;False;False;False;True;False;True;True;True;False;False;False;False;True;True;True;False;True;False;False;False;False;True;False;True;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;False;False;True;False;False;True;True;True;True;Kos Putra
['Rumah Makan & Catering Dua Putri', '145 m', 'Circle K Gatic Condongsari (Korner)', '296 m', 'Masjid Muslim United', '2.3 km', 'BNI Syariah Jalan Kaliurang', '3.2 km', 'Universitas Atma Jaya Yogyakarta', '1.1 km', 'RS Khusus Ibu Anak Sadewa', '1.2 km'];['Kost Singgahsini Omah Anggur Tipe D Seturan Yogyakarta P8SM4B04'];1488000;10.5;True;False;False;True;False;False;True;True;True;True;False;False;False;False;False;True;True;True;False;False;True;True;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;True;True;True;Kos Putri
['Masjid Khadija', '1.1 km', 'RS Universitas Ahmad Dahlan', '2.1 km'];['Kost Cendana Tipe A Ngemplak Sleman 436897CA'];600000;12.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;True;Kos Putri
['Rumah Makan Luku Jalan Bantul', '1.4 km', 'Masjid Al Muhtar ISI Yogyakarta', '332 m', 'BNI 46 KCP Bantul', '3.2 km', 'Institut Seni Indonesia Yogyakarta', '532 m', 'RS Umum Griya Mahardika Yogyakarta', '2.2 km'];['Kost Pak Andri 1 Tipe A Sewon Bantul YHVU6456'];500000;12.0;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan & Catering Dua Putri', '1.6 km', 'Circle K', '941 m', 'Masjid Jami Tajem', '2.6 km', 'Bank BNI Kalasan', '3.2 km', 'Universitas Pembangunan Nasional Veteran Yogyakarta', '1.1 km', 'RS Khusus Ibu Anak Sadewa', '463 m'];['Kost Kampus 2 Tipe A Depok Sleman VM1Q62Q5'];550000;9.0;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;True;True;True;True;False;False;False;False;False;True;True;True;True;Kos Putra
['Rumah Makan Rata-Rata', '2.7 km', 'Circle K Jombor', '1.3 km', 'Masjid Nogotirto (Mosque)', '3.0 km', 'Bank Sleman', '2.8 km', 'Universitas Teknologi Yogyakarta', '924 m', 'RS UGM', '256 m'];['Kost Bu Sri Tipe A Gamping Sleman T12UD6P2'];450000;12.0;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;Kos Putra
['Rumah Makan Sabar Menanti', '850 m', 'Circle K Sorogenen', '898 m', 'Bank BNI Kalasan', '764 m', 'RS Umum Dharma', '4.8 km'];['Kost Orlando Berbah Tipe B Berbah Sleman R63HF63G'];500000;13.5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;True;True;True;True;Kos Campur
['Rumah Makan Pak Kirun', '1.1 km', 'Masjid Safinatunnajah Pancasila', '1.3 km', 'BNI Wonosari', '876 m', 'RS Umum Daerah Wonosari', '1.3 km'];['Kost Inez Berliana Wonosari Gunung Kidul 472358IB'];750000;12.0;True;False;True;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;True;True;True;True;Kos Putra
['Rumah Makan Seafood Ls', '809 m', 'Masjid Arrohmat', '2.9 km', 'Universitas Islam Indonesia', '1.2 km', 'RS Umum Gramedika 10', '951 m'];['Kost Orange Berry Ngaglik Sleman 784153OB'];1200000;12.0;True;False;False;False;False;False;True;True;True;False;True;False;True;False;False;True;False;True;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;True;False;True;False;True;True;False;False;True;False;True;False;False;True;True;Kos Putri
['Rumah Makan Selera Kuring', '2.2 km', 'Masjid Mina Yogyakarta', '1.2 km', 'Sekolah Tinggi Ilmu Manajemen Ykpn', '1.9 km', 'RSU Puri Husada Yogyakarta', '2.4 km'];['Kost Aji Mega Ngaglik Sleman 514728AM'];600000;9.0;True;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;True;True;True;True;Kos Putra
['Rumah Makan Rata Rata', '465 m', 'Masjid Qoriban', '893 m', 'Sekolah Tinggi Ilmu Kesehatan Aisyiyah Yogyakarta', '1.4 km', 'RS Umum Queen Latifa', '1.7 km'];['Kost Hatta Gamping Sleman 154982HG'];500000;6.0;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;True;True;True;Kos Putra
['Rumah Makan Plecing Kangkung', '398 m', 'Circle K Kotabaru', '760 m', 'Masjid Sonyoragi', '822 m', 'Universitas Ahmad Dahlan', '880 m', 'RS Bethesda Lempuyangwangi', '745 m'];['Kost Saqueena Lempuyangan Yogyakarta'];1600000;0.0;True;False;False;False;False;False;True;True;True;False;False;False;False;True;False;True;False;True;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;True;False;False;True;True;True;True;Kos Putri
['Warteg 24', '1.5 km', 'Circle K Anggajaya', '1.1 km', 'Masjid Muslim United', '1.7 km', 'Bank Mandiri', '1.2 km', 'Universitas Amikom Yogyakarta', '1.9 km', 'RS Umum Condong Catur', '1.2 km'];['Kost Singgahsini Aline Green Mansion Tipe A Condongcatur Yogyakarta G267VK9R'];1862000;17.5;True;False;False;True;True;False;True;True;True;False;True;True;False;True;False;True;True;True;False;False;True;True;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;True;False;False;True;True;True;True;Kos Putri
['Rumah Makan Ingkung Sawah', '394 m', 'Masjid Agung Pengasih', '1.3 km', 'Bank BPD DIY Cabang Wates', '935 m', 'IKIP PGRI Wates', '1.6 km'];['Kost Youni 2 Pengasih Kulon Progo 46MF0WR7'];850000;0.0;True;False;False;True;False;False;True;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;True;True;True;Kos Campur
['Rumah Makan Seafood Dewi', '5.9 km', 'Circle K Jombor', '4.0 km', 'Bank BPD DIY', '1.3 km', 'Universitas Teknologi Yogyakarta', '3.8 km', 'RS Khusus Bedah Sinduadi', '5.2 km'];['Kost Ibu Ambar Tipe A Mlati Sleman 631IB'];485000;9.0;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;True;False;True;True;Kos Campur
['Rumah Makan Sari Rasa', '1.7 km', 'Circle K Janti Yogya Expo Center', '2.6 km', 'Sekolah Tinggi Ilmu Kesehatan Surya Global', '2.1 km', 'RSPAU Dr. Suhardi Harjolukito', '2.5 km'];['Kost Ibu Neni Tipe Standart Banguntapan Bantul 039WL'];450000;9.0;True;False;False;True;False;False;False;True;True;True;False;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;True;True;True;True;False;False;False;False;False;False;False;False;True;True;Kos Putri
"['Rumah Makan Rata-Rata', '1.5 km', 'Circle K Kusumanegara', '3.0 km', ""Masjid Al-Maa'un Gambiran"", '647 m', 'Universitas Ahmad Dahlan', '3.4 km', 'RS Umum Daerah Kota Yogyakarta', '1.1 km']";['Kost Muslimah Tipe B Umbulharjo Yogyakarta 296541PM'];1000000;12.0;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;True;False;False;False;False;False;True;False;True;True;Kos Putri
"['Rumah Makan Rata-Rata', '2.4 km', 'Circle K Kusumanegara', '3.4 km', ""Masjid Al-Maa'un Gambiran"", '962 m', 'Universitas Ahmad Dahlan', '4.0 km', 'RS Umum Daerah Kota Yogyakarta', '2.0 km']";['Kost Ibu Lia Tipe B Umbulharjo Yogyakarta 734198IL'];950000;27.0;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;True;True;Kos Putra
['Rumah Makan Gajah Jaya', '725 m', 'Circle K Urip Sumoharjo', '644 m', 'Masjid El Hasan', '344 m', 'Bank Mandiri UGM', '780 m', 'Akademi Akuntansi YKPN', '742 m', 'RS Umum Panti Rapih', '337 m'];['Kost Sagan Tipe Standar Gondokusuman Yogyakarta 945BMJB0'];900000;6.0;True;False;False;True;False;False;False;True;True;True;False;False;False;False;False;True;True;True;False;False;True;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;True;Kos Putra
['Masjid Al-Ghofur', '4.0 km', 'Universitas Muhammadiyah Yogyakarta', '722 m', 'RS Khusus Ibu dan Anak Kahyangan', '2.8 km'];['Kost Empat Bersaudara Tipe A Kasihan Bantul 758EB'];650000;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;True;True;False;False;True;False;False;True;True;True;True;Kos Putra
['Rumah Makan Sari Rasa', '25 m', 'Circle K Janti Yogya Expo Center', '2.2 km', 'STISIP Kartika Bangsa', '791 m', 'RS Khusus Ibu dan Anak Permata Bunda', '421 m'];['Kost Jewellery GKS8B Banguntapan Bantul 154687JG'];850000;24.0;False;False;False;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False;False;True;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;True;True;True;Kos Putri
['Rumah Makan Rata Rata', '2.2 km', 'Masjid Nogotirto (Mosque)', '2.9 km', 'Sekolah Tinggi Ilmu Kesehatan Aisyiyah Yogyakarta', '2.3 km', 'RS Umum PKU Muhammadiyah Wates', '1.7 km'];['Kost Karisma Gamping Sleman W1U3Z3R5'];650000;12.0;True;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan & Restoran Parangtritis', '2.6 km', 'Masjid Al- Dzikro', '419 m', 'Institut Seni Indonesia Yogyakarta', '2.9 km', 'RS Umum Nur Hidayah', '2.3 km'];['Kost Mina 9 Sewon Bantul 7T33X9ZP'];1200000;9.0;True;False;True;True;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;True;True;True;Kos Campur
['Rumah Makan Rata-Rata', '1.0 km', 'Circle K Jl. Solo KM 8', '2.5 km', 'Masjid Jami Tajem', '1.9 km', 'Bank Mandiri', '6.2 km', 'Universitas Atma Jaya Yogyakarta', '3.2 km', 'RS Ibu Anak Arvita Bunda', '824 m'];['Kost Jowo Kluthuk Heritage Depok Sleman 674JK'];2500000;16.0;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;True;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;True;False;Kos Campur
['Rumah Makan Sabar Menanti', '5.0 km', 'RS Umum Dharma', '1.1 km'];['Kost Wiwit Berbah Sleman 127953WB'];850000;12.0;False;False;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;True;Kos Campur
['Rumah Makan Sari Rasa', '394 m', 'Masjid Al Huda Gedongkuning', '1.3 km', 'STISIP Kartika Bangsa', '483 m', 'RS Khusus Ibu dan Anak Permata Bunda', '626 m'];['Kost Survive Tipe B Kotagede Yogyakarta 916SD'];900000;6.0;True;False;False;True;False;False;False;True;True;True;False;False;False;True;False;True;True;True;False;False;False;True;False;False;False;True;True;True;True;False;False;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;True;True;True;False;True;False;False;False;False;True;False;True;False;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan Kawanua', '111 m', 'Circle K Sosrowijayan II', '699 m', 'Masjid As Salam', '1.8 km', 'Universitas Janabadra', '445 m', 'RS Ludira Husada Tama', '797 m'];['Kost Azka Putri Muslimah Jetis Yogyakarta 492183AP'];570000;9.0;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;True;Kos Putri
['Rumah Makan Rata-Rata', '1.3 km', 'Circle K Jl. Solo KM 8', '1.1 km', 'Masjid Jami Tajem', '2.7 km', 'Bank Mandiri', '5.3 km', 'Universitas Atma Jaya Yogyakarta', '1.6 km', 'RS Umum Hermina Yogya', '778 m'];['Kost Griya Adem 5 Tipe A Depok Sleman 930GR'];750000;12.0;True;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;True;Kos Putri
['Rumah Makan & Seafood 99', '726 m', 'Masjid Al - Aman', '803 m'];['Kost Rubi Godean Sleman 029U7RNK'];1500000;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Kos Putri
"['Rumah Makan Rata-Rata', '2.1 km', 'Circle K Kusumanegara', '3.4 km', ""Masjid Al-Maa'un Gambiran"", '824 m', 'Universitas Ahmad Dahlan', '3.9 km', 'RS Umum Daerah Kota Yogyakarta', '1.7 km']";['Kost Biru Jl Pemukti Umbulharjo Yogyakarta BRYC2815'];550000;9.0;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;False;False;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;True;True;True;Kos Putri
['Masjid Khadija', '7.4 km', 'Universitas Islam Indonesia', '1.1 km', 'RS Umum Mitra Paramedika', '5.3 km'];['Kost Barend House Type A Ngemplak Sleman 576928BH'];1000000;24.0;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;True;True;True;Kos Campur
['Rumah Makan & Restoran Parangtritis', '5.0 km', 'Masjid Al Mukmin', '659 m', 'Institut Seni Indonesia Yogyakarta', '2.3 km', 'RS Khusus Bedah Ring Road Selatan', '600 m'];['Kost Salakan Baru Sewon Bantul 741832PS'];400000;9.0;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;True;True;Kos Putri
['Rumah Makan Rata-Rata', '1.5 km', 'Circle K Janti Yogya Expo Center', '2.1 km', 'Masjid Diponegoro', '850 m', 'Universitas Islam Negeri Sunan Kalijaga Yogyakarta', '2.5 km', 'UPT Rumah Sakit Pratama Kota Yogyakarta', '2.0 km'];['Kost Omah Mapan Tipe A Umbulharjo Yogyakarta 351946OM'];2500000;12.0;True;False;False;True;False;False;True;True;True;False;True;False;False;False;False;True;False;True;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;False;True;False;True;True;True;True;True;Kos Campur
['Rumah Makan Gajah Jaya', '154 m', 'Circle K Urip Sumoharjo', '237 m', 'Masjid El Hasan', '908 m', 'Universitas Negeri Yogyakarta', '870 m', 'RSK Bedah An-Nur', '539 m'];['Kost Wisma Nalendra Gondokusuman Yogyakarta 854692WN'];2950000;25.0;True;False;False;False;False;False;True;True;True;True;True;True;False;False;False;True;False;True;False;True;True;True;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True;False;False;True;True;False;True;False;True;False;False;True;True;False;True;True;True;False;False;True;True;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;True;True;False;True;True;True;True;Kos Putri
